name,result,place,country,category
Топчин Юрий,3:06:43,566,Россия,М49
Шарапов Сергей,3:06:45,567,Россия,М31
Ретюнский Алексей,3:06:45,568,Россия,М49
Самоделкин Владислав,3:06:46,569,Россия,М48
Пташник Артем,3:06:47,570,Россия,М33
Салахеев Руслан,3:06:47,571,Россия,М37
Тихомиров Денис,3:06:49,572,Россия,М26
Калинин Сергей,3:06:50,573,Россия,М33
Осицкий Евгений,3:06:52,574,Россия,М40
Utkin Roman,3:06:55,575,Россия,М36
Thonjaeng Chanchai,3:06:55,576,Таиланд,М29
Tavousi Khosrou,3:06:58,577,Иран,М49
Фазылов Максим,3:07:01,578,Россия,М37
Bredhauer Jason,3:07:01,579,Великобритания,М37
Назаров Дмитрий,3:07:02,580,Россия,М44
Иванов Лев,3:07:03,581,Россия,М46
Невредов Антон,3:07:05,582,Россия,М42
Степаков Олег,3:07:06,583,Россия,М51
Кондратьев Алексей,3:07:09,584,Россия,М51
Мустафин Роберт,3:07:12,585,Россия,М30
Фатеев Георгий,3:07:13,586,Россия,М29
Андреев Андрей,3:07:17,587,Россия,М32
Пышнюк Дмитрий,3:07:18,588,Россия,М31
Аверьянов Илья,3:07:18,589,Россия,М39
Сидоров Александр,3:07:20,590,Россия,М46
Moestrup Ulrik,3:07:21,591,Дания,М46
Бобров Александр,3:07:21,592,Россия,М35
Шекер Михаил,3:07:25,593,Россия,М58
Мальцева Анна,3:07:27,594,Россия,Ж37
Sargeant Katherine,3:07:28,595,Великобритания,Ж50
Егоров Павел,3:07:31,596,Россия,М31
Галкин Юрий,3:07:35,597,Россия,М61
Овчаренко Андрей,3:07:36,598,Россия,М30
Прибытков Артем,3:07:39,599,Россия,М37
Газизов Мурад,3:07:40,600,Россия,М31
Лившиц Константин,3:07:41,601,Россия,М44
Воробьев Сергей,3:07:42,602,Россия,М39
Суслов Дмитрий,3:07:45,603,Россия,М30
Стрельцов Андрей,3:07:45,604,Россия,М32
Панин Алексей,3:07:46,605,Россия,М36
Буханцов Денис,3:07:46,606,Россия,М22
Корбанов Александр,3:07:46,607,Россия,М35
Семяшкин Владимир,3:07:47,608,Россия,М29
Skobtsov Vitalii,3:07:54,609,Россия,М23
Kupec Pavol,3:07:57,610,Словакия,М52
Кулешов Игорь,3:08:00,611,Россия,М44
Митрошкин Михаил,3:08:01,612,Россия,М38
Закураев Алим,3:08:04,613,Россия,М29
Орлова Елена,3:08:08,614,Россия,Ж39
Матвеев Игорь,3:08:15,615,Россия,М47
Политов Илья,3:08:17,616,Россия,М28
Ягафаров Денис,3:08:17,617,Россия,М39
Еремкин Антон,3:08:18,618,Россия,М32
Федосов Алексей,3:08:18,619,Россия,М34
Пирогов Олег,3:08:18,620,Россия,М44
Разорёнов Артём,3:08:19,621,Россия,М35
Usanov Dmitry,3:08:20,622,Россия,М37
Елисеев Алексей,3:08:22,623,Россия,М34
Dasler Marie,3:08:24,624,Швеция,Ж51
Kovalcik Matus,3:08:28,625,Словакия,М25
Tvrdon Lubomir,3:08:28,626,Словакия,М41
Лозницкий Алексей,3:08:30,627,Россия,М31
Цалкин Родион,3:08:32,628,Россия,М22
Ельцов Дмитрий,3:08:32,629,Россия,М36
Kralj Uros,3:08:34,630,Словения,М43
Тимербулатов Рустам,3:08:35,631,Россия,М30
Иванов Владимир,3:08:35,632,Россия,М58
Зверев Владимир,3:08:36,633,Россия,М36
Wang Nan,3:08:36,634,КНР,М39
Беляев Иван,3:08:36,635,Россия,М47
Киреев Сергей,3:08:37,636,Россия,М36
Поборцев Дмитрий,3:08:37,637,Россия,М36
Костицын Сергей,3:08:38,638,Россия,М43
Топчиев Борис,3:08:39,639,Россия,М41
Трушко Дмитрий,3:08:40,640,Россия,М41
Зотов Сергей,3:08:42,641,Россия,М34
Жупанский Максим,3:08:42,642,Россия,М36
Сидоренков Максим,3:08:47,643,Россия,М40
Чуланов Евгений,3:08:48,644,Россия,М36
Ekimov Alexander,3:08:48,645,Россия,М36
Барвинский Александр,3:08:48,646,Россия,М30
Мишанин Дмитрий,3:08:49,647,Россия,М37
Бибик Сергей,3:08:50,648,Россия,М41
Ростовцев Александр,3:08:51,649,Россия,М39
Шабанов Юрий,3:08:51,650,Россия,М43
Денисов Максим,3:08:52,651,Россия,М37
Демьяченко Иван,3:08:52,652,Россия,М24
Порохов Вячеслав,3:08:54,653,Россия,М28
Косарев Алексей,3:08:54,654,Россия,М45
Табачников Дмитрий,3:08:58,655,Россия,М36
Бадиков Сергей,3:08:59,656,Россия,М24
Карпов Алексей,3:09:01,657,Россия,М35
Turgut Eren,3:09:02,658,Австрия,М42
Шкандыбин Дмитрий,3:09:02,659,Россия,М32
Куранов Николай,3:09:03,660,Россия,М36
Аушев Олег,3:09:06,661,Россия,М28
Ромодин Михаил,3:09:07,662,Россия,М32
Евсюков Андрей,3:09:08,663,Россия,М33
Криушин Дмитрий,3:09:11,664,Россия,М35
Емельяшина Любовь,3:09:12,665,Россия,Ж29
Sodermark Frida,3:09:15,666,Швеция,Ж41
Doering Simon,3:09:17,667,Германия,М28
Roussinet Jeremie,3:09:21,668,Франция,М35
Енов Егор,3:09:21,669,Россия,М30
Бондаренко Алексей,3:09:21,670,Россия,М35
Силин Олег,3:09:22,671,Россия,М43
Жаклаев Дмитрий,3:09:22,672,Россия,М40
Wilhelm Christophe,3:09:22,673,Швейцария,М53
Панов Роман,3:09:22,674,Россия,М28
Балашов Александр,3:09:23,675,Россия,М51
Григорьев Дмитрий,3:09:24,676,Россия,М42
Маркин Владислав,3:09:25,677,Россия,М31
Жамалетдинов Фаиль,3:09:25,678,Россия,М35
Шахматова Анастасия,3:09:25,679,Россия,Ж25
Синичкин Сергей,3:09:26,680,Россия,М42
Мезинцев Кирилл,3:09:28,681,Россия,М24
Мешков Алексей,3:09:29,682,Россия,М33
Бедин Дмитрий,3:09:30,683,Россия,М35
Амирханов Рустам,3:09:33,684,Россия,М37
Куценко Алексей,3:09:34,685,Россия,М27
Колесников Илья,3:09:35,686,Россия,М29
Болесов Алексей,3:09:36,687,Россия,М38
Моисеев Антон,3:09:37,688,Россия,М37
Мазаев Александр,3:09:39,689,Россия,М47
Настюшкин Александр,3:09:40,690,Россия,М36
Колосай Юрий,3:09:49,691,Россия,М37
Пашенцев Виталий,3:09:50,692,Россия,М35
Галкин Александр,3:09:52,693,Россия,М41
Неженко Павел,3:09:53,694,Россия,М44
Назаренко Евгения,3:09:56,695,Россия,Ж35
Shirley Damian,3:09:58,696,НоваяЗеландия,М47
Бородинов Василий,3:09:58,697,Россия,М33
Голиков Павел,3:09:59,698,Россия,М33
Белик Константин,3:10:02,699,Россия,М24
Капустин Илья,3:10:03,700,Россия,М36
Копанчук Владимир,3:10:04,701,Россия,М60
Тарасов Андрей,3:10:05,702,Россия,М21
Ливицкий Константин,3:10:07,703,Россия,М40
Сайфулин Алексей,3:10:08,704,Россия,М43
Горинов Сергей,3:10:08,705,Россия,М31
Nevidimov Nikita,3:10:09,706,Россия,М31
Белявский Андрей,3:10:10,707,Белоруссия,М35
Новиков Игорь,3:10:13,708,Россия,М52
Nurekenov Ilya,3:10:14,709,Россия,М36
Губенков Анатолий,3:10:16,710,Россия,М37
Евдокимов Александр,3:10:18,711,Россия,М34
Бармин Максим,3:10:18,712,Россия,М35
Патрин Евгений,3:10:23,713,Россия,М35
Гражданкин Александр,3:10:24,714,Россия,М36
Поташов Антон,3:10:27,715,Россия,М29
Mumm Indrek,3:10:27,716,Эстония,М51
Худашов Александр,3:10:29,717,Россия,М47
Комиссаров Михаил,3:10:31,718,Россия,М35
Котенев Виталий,3:10:35,719,Россия,М29
Лазарев Сергей,3:10:39,720,Россия,М45
Абраков Сергей,3:10:40,721,Россия,М39
Бакшаев Дмитрий,3:10:42,722,Россия,М32
Роза Дмитрий,3:10:42,723,Россия,М28
Вельтищев Михаил,3:10:45,724,Россия,М34
Мавлянов Журабек,3:10:49,725,Россия,М35
Киселев Александр,3:10:49,726,Россия,М30
Трунтов Александр,3:10:52,727,Россия,М33
Соколов Илья,3:10:55,728,Россия,М33
Makarowski Pawel,3:10:55,729,Польша,М41
Маховский Сергей,3:10:56,730,Россия,М47
Алексеев Александр,3:10:59,731,Россия,М33
Горланов Игорь,3:11:00,732,Россия,М37
Чиков Андрей,3:11:02,733,Россия,М42
Тимофеев Святослав,3:11:02,734,Россия,М21
Абрамов Алексей,3:11:03,735,Россия,М34
Табаченко Андрей,3:11:03,736,Россия,М39
Чечурин Сергей,3:11:05,737,Россия,М44
Пухов Дмитрий,3:11:06,738,Россия,М38
Митрохин Василий,3:11:07,739,Россия,М39
Негодяев Вадим,3:11:07,740,Россия,М47
Vaeaenaenen Jarmo,3:11:08,741,Финляндия,М53
Ахапкин Михаил,3:11:09,742,Россия,М41
Figaroli Gian Battista,3:11:10,743,Италия,М45
Пятков Семен,3:11:10,744,Россия,М19
Лесников Никита,3:11:10,745,Россия,М28
Kurtinaitiene Jolita,3:11:14,746,Литва,Ж47
Михайлов Николай,3:11:15,747,Россия,М34
Андриянов Сергей,3:11:15,748,Россия,М27
Захаров Юрий,3:11:17,749,Россия,М35
Строителев Федор,3:11:17,750,Россия,М28
Телин Евгений,3:11:22,751,Россия,М32
Суслов Максим,3:11:24,752,Россия,М33
Ожгибесов Илья,3:11:26,753,Россия,М27
Рубцев Василий,3:11:26,754,Россия,М56
Махно Максим,3:11:29,755,Россия,М38
Мерзликин Дмитрий,3:11:30,756,Россия,М31
Убык Алексей,3:11:34,757,Россия,М32
Yagunov Petr,3:11:36,758,Россия,М39
Preston Dean,3:11:36,759,ЮАР,М50
Жандаров Алексей,3:11:40,760,Россия,М27
Иванов Владимир,3:11:44,761,Россия,М45
Карпов Антон,3:11:45,762,Россия,М33
Мальцев Станислав,3:11:45,763,Россия,М28
Бекмансуров Рашид,3:11:46,764,Россия,М51
Sunde Kjell Magne,3:11:51,765,Норвегия,М46
Пичугин Дмитрий,3:11:53,766,Россия,М33
Кравченко Антон,3:11:55,767,Россия,М53
Pugh Dan,3:11:56,768,Великобритания,М30
Канин Дмитрий,3:11:56,769,Россия,М42
